"UniqueID","SiteName","Prov","Prov_2","Year","Month","Day","DateObserved","Month_alpha","Observer_anon","Observer_contact_anon","Lat","Long","Source_anon","Source_type","SpeciesAlphaCode","CommonName","LatinName","GroupAs","Individual_HPAIVstatus","AgeClass","BreedingStatus","LandWater","Colony_Y_N","IFcolony_complete_partial_survey","IFcolony_boat_foot_heli_plane","n_FoundNeurological","n_FoundDead","TotalObserved","Comments","id","concatenated_ids_eccc","concatenated_ids_trevor","concatenated_ids_cwhc","concatenated_ids_cfia","Duplicate"
"MT-737","St. Bride's","NL","Newfoundland",2022,7,20,2022-07-20,"July","fb8c3a7ee3d1230fd5c67d6d9b4a757c","35bf944fdd9c278ee3434393e20c9007",46.92027,-54.174969,"d964586e64933d008f84b9451c2a97ed","Public","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"50","50",NA,NA,NA,NA,NA,NA,NA
"CT-162","Green Island, Bay of Islands","NL","Newfoundland",2022,7,27,2022-07-27,"July","7537dbc04e7113c2a90d023297f80b06","831baa07a7fe2f265d8e19402c8f1c39",49.16314,-58.146014,"d964586e64933d008f84b9451c2a97ed","Public","Unknown Gull","Unknown Gull","Laridae sp. ","seabirds",NA,NA,NA,"Land","Y","Incidental (during ARU deployment)","Land/Boat","1","6","7",">200 Alive and Acting fine",NA,NA,NA,NA,NA,NA
"MT-1126","Trepassey, NL","NL","Newfoundland",2022,7,21,2022-07-21,"July","67b28ee2871851e24e5235aea70d503e","e60b106dbb54412e5e8e9b6b51ae5bdb",46.73612,-53.3603,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","RAZO","Razorbill","Alca torda","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA
"MT-1143","Shoal Bay Beach, NL","NL","Newfoundland",2022,7,21,2022-07-21,"July","16c64f93e4f0fc045f407f562249d515","53a63cde7ccfaef4090db83f0f68e723",46.99642,-53.6164,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"5","5",NA,NA,NA,NA,NA,NA,NA
"MT-1144","Shoal Bay Beach, NL","NL","Newfoundland",2022,7,21,2022-07-21,"July","16c64f93e4f0fc045f407f562249d515","53a63cde7ccfaef4090db83f0f68e723",46.99642,-53.6164,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","GRSH","Great Shearwater","Ardenna gravis","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA
"MT-1145","Kipens, NL","NL","Newfoundland",2022,7,21,2022-07-21,"July","8d6ace2888ed5f8bcbd13afd182b4a15","cd27fba1a797163a7af7290bc418dd2e",48.5489,-58.6236,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"4","4",NA,NA,NA,NA,NA,NA,NA
"MT-1146","Lower Pond, Witless Bay","NL","Newfoundland",2022,7,21,2022-07-21,"July","3d6ad725337e1a37c2066fdf0e197bda","1b1f1fdf53e06c6ef4eb422178e04c31",47.281591,-52.812376,"2f05ec00f6b4acd8dfffa81361aa339d","Public","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,"Adult","breeding","Land",NA,NA,NA,"0","2","2",NA,NA,NA,NA,NA,NA,NA
"MT-1147","Lower Pond Beach, Witless Bay","NL","Newfoundland",2022,7,21,2022-07-21,"July","3d6ad725337e1a37c2066fdf0e197bda","1b1f1fdf53e06c6ef4eb422178e04c31",47.281469,-52.81023,"2f05ec00f6b4acd8dfffa81361aa339d","Public","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,"Adult",NA,"Land",NA,NA,NA,"0","1","1",NA,NA,NA,NA,NA,NA,NA
"MT-1999","Cape Freels","NL","Newfoundland",2022,8,17,2022-08-17,"August","bcbac102f4bf67df61b53d34075f8759","1b1f1fdf53e06c6ef4eb422178e04c31",49.260353,-53.5,"d964586e64933d008f84b9451c2a97ed","Public","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,NA,"100","100+ common murres, one still alive on the beach but near death",NA,NA,NA,NA,NA,NA
"MT-2000","Cape Freels","NL","Newfoundland",2022,8,17,2022-08-17,"August","bcbac102f4bf67df61b53d34075f8759","1b1f1fdf53e06c6ef4eb422178e04c31",49.260353,-53.5,"d964586e64933d008f84b9451c2a97ed","Public","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA
"MT-2001","Cape Freels","NL","Newfoundland",2022,8,17,2022-08-17,"August","bcbac102f4bf67df61b53d34075f8759","1b1f1fdf53e06c6ef4eb422178e04c31",49.260353,-53.5,"d964586e64933d008f84b9451c2a97ed","Public","DOVE","Dovekie","Alle alle","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA
"MT-2002","Cape Freels","NL","Newfoundland",2022,8,17,2022-08-17,"August","bcbac102f4bf67df61b53d34075f8759","1b1f1fdf53e06c6ef4eb422178e04c31",49.260353,-53.5,"d964586e64933d008f84b9451c2a97ed","Public","SOSH","Sooty Shearwater","Ardenna grisea","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"MT-2003","Cape Freels","NL","Newfoundland",2022,8,17,2022-08-17,"August","bcbac102f4bf67df61b53d34075f8759","1b1f1fdf53e06c6ef4eb422178e04c31",49.260353,-53.5,"d964586e64933d008f84b9451c2a97ed","Public","HERG","Herring Gull","Larus argentatus","seabirds",NA,"Juvenile",NA,"Land",NA,NA,NA,NA,NA,"1","1 herring gull, juvenile, still alive but in obvious distress",NA,NA,NA,NA,NA,NA
"MT-1260","Musgrave Harbour","NL","Newfoundland",2022,7,29,2022-07-29,"July","a9f81a8951db3dfe009c43047e3b821d","1b1f1fdf53e06c6ef4eb422178e04c31",49.4418,-53.93,"d964586e64933d008f84b9451c2a97ed","Public","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"1","1","Potentiall the first Funk Island bird.",NA,NA,NA,NA,NA,NA
"MT-1990","Cape Freels","NL","Newfoundland",2022,8,16,2022-08-16,"August","50b8b2f73bc2a2cb671dc27f9da8ef0c","1b1f1fdf53e06c6ef4eb422178e04c31",49.260353,-53.5,"d964586e64933d008f84b9451c2a97ed","Public","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,NA,"400","16 Aug 2022 - 400 birds [mostly murres] Cape Freels beaches [Bill Bryden]",NA,NA,NA,NA,NA,NA
"MT-1157","176 Harbour Road, Witless Bay","NL","Newfoundland",2022,7,22,2022-07-22,"July","36ed1e49e26ef9227515f112aa65e413","1b1f1fdf53e06c6ef4eb422178e04c31",47.28056,-52.8141,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","Unknown Gull","Unknown Gull","Laridae sp. ","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA
"MT-327","Point May to Lord's Cove (22 km via ATV) ","NL","Newfoundland",2022,7,17,2022-07-17,"July","b99aa883e692ac832d46a1087d8f6aa7","1b1f1fdf53e06c6ef4eb422178e04c31",46.899622,-55.937704,"d964586e64933d008f84b9451c2a97ed","Public","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"233","233","Number estimated from account: ""just E of Pt May to Lord's Cove 22 km by ATV - Bob Hennebery counted 257 birds of varying ages mostly murres, 7 - 8 gannets, 7 - 8 gulls, puffins ...""",NA,NA,NA,NA,NA,NA
"MT-328","Point May to Lord's Cove (22 km via ATV) ","NL","Newfoundland",2022,7,17,2022-07-17,"July","b99aa883e692ac832d46a1087d8f6aa7","1b1f1fdf53e06c6ef4eb422178e04c31",46.899622,-55.937704,"d964586e64933d008f84b9451c2a97ed","Public","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"8","8","Number estimated from account: ""just E of Pt May to Lord's Cove 22 km by ATV - Bob Hennebery counted 257 birds of varying ages mostly murres, 7 - 8 gannets, 7 - 8 gulls, puffins ...""",NA,NA,NA,NA,NA,NA
"MT-329","Point May to Lord's Cove (22 km via ATV) ","NL","Newfoundland",2022,7,17,2022-07-17,"July","b99aa883e692ac832d46a1087d8f6aa7","1b1f1fdf53e06c6ef4eb422178e04c31",46.899622,-55.937704,"d964586e64933d008f84b9451c2a97ed","Public","Unknown Gull","Unknown Gull","Laridae sp. ","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"8","8","Number estimated from account: ""just E of Pt May to Lord's Cove 22 km by ATV - Bob Hennebery counted 257 birds of varying ages mostly murres, 7 - 8 gannets, 7 - 8 gulls, puffins ...""",NA,NA,NA,NA,NA,NA
"MT-330","Point May to Lord's Cove (22 km via ATV) ","NL","Newfoundland",2022,7,17,2022-07-17,"July","b99aa883e692ac832d46a1087d8f6aa7","1b1f1fdf53e06c6ef4eb422178e04c31",46.899622,-55.937704,"d964586e64933d008f84b9451c2a97ed","Public","ATPU","Atlantic Puffin","Fratercula arctica","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"10","10","Number estimated from account: ""just E of Pt May to Lord's Cove 22 km by ATV - Bob Hennebery counted 257 birds of varying ages mostly murres, 7 - 8 gannets, 7 - 8 gulls, puffins ...""",NA,NA,NA,NA,NA,NA
"MT-1168","Trepassey, NL","NL","Newfoundland",2022,7,22,2022-07-22,"July","3fc98f1f565fa448f46b06766230b8a2","d4990d862f4b276715cf40ae885322e8",46.73612,-53.3603,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","Unknown Bird","Unknown Bird","Aves (gen, sp)",NA,NA,NA,NA,"Land",NA,NA,NA,NA,"20","20","Mix of NOGA, RAZO and murres",NA,NA,NA,NA,NA,NA
"MT-1171","Saint Bride's, NL","NL","Newfoundland",2022,7,22,2022-07-22,"July","45188f2bf52906194c6e44806233dd40","1b1f1fdf53e06c6ef4eb422178e04c31",46.91995,-54.1723,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA
"MT-3416","Point May to Lords Cove","NL","Newfoundland",2022,7,15,2022-07-15,"July","c33db74ccef73232fb016b1b0548c929","1b1f1fdf53e06c6ef4eb422178e04c31",46.88089,-55.67023,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","237","237","ATV Survey 22 km, COMU/TBMU","TB044",NA,NA,NA,NA,NA
"MT-1174","Gooseberry Cove, NL","NL","Newfoundland",2022,7,22,2022-07-22,"July","451544bb08cab42018b5acd1113a9119","1b1f1fdf53e06c6ef4eb422178e04c31",48.03467,-53.6404,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA
"MT-1175","Lower Pond, Witless Bay","NL","Newfoundland",2022,7,22,2022-07-22,"July","23e640f2a8a5d33bd1a9f3c1d46362b1","1b1f1fdf53e06c6ef4eb422178e04c31",47.281591,-52.812376,"d964586e64933d008f84b9451c2a97ed","Public","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,"Land",NA,NA,NA,"0","2","2",NA,NA,NA,NA,NA,NA,"unique"
"MT-1176","Lower Pond Beach, Witless Bay","NL","Newfoundland",2022,7,22,2022-07-22,"July","23e640f2a8a5d33bd1a9f3c1d46362b1","1b1f1fdf53e06c6ef4eb422178e04c31",47.281469,-52.812376,"d964586e64933d008f84b9451c2a97ed","Public","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,"Land",NA,NA,NA,"0","1","1",NA,NA,NA,NA,NA,NA,"unique"
"MT-3450","Shoal Cove, St. Lawrence","NL","Newfoundland",2022,7,18,2022-07-18,"July","c4c8241b10a2e52e5ebf743965a98ec6","1b1f1fdf53e06c6ef4eb422178e04c31",46.88156,-55.40012,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","200","200","mostly murres, TBMU/COMU","TB079",NA,NA,NA,NA,"unique"
"MT-1179","Mobile Bay","NL","Newfoundland",2022,7,22,2022-07-22,"July","23e640f2a8a5d33bd1a9f3c1d46362b1","1b1f1fdf53e06c6ef4eb422178e04c31",47.245704,-52.836421,"d964586e64933d008f84b9451c2a97ed","Public","GBBG","Great Black-backed Gull","Larus marinus","seabirds",NA,NA,NA,"Water",NA,NA,NA,"0","1","1",NA,NA,NA,NA,NA,NA,NA
"MT-1178","Mobile Bay","NL","Newfoundland",2022,7,22,2022-07-22,"July","23e640f2a8a5d33bd1a9f3c1d46362b1","1b1f1fdf53e06c6ef4eb422178e04c31",47.245704,-52.836421,"d964586e64933d008f84b9451c2a97ed","Public","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Water",NA,NA,NA,"3","3","6",NA,NA,NA,NA,NA,NA,NA
"MT-1177","Lower Pond Beach, Witless Bay","NL","Newfoundland",2022,7,22,2022-07-22,"July","23e640f2a8a5d33bd1a9f3c1d46362b1","1b1f1fdf53e06c6ef4eb422178e04c31",47.281469,-52.812376,"d964586e64933d008f84b9451c2a97ed","Public","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,"0","1","1",NA,NA,NA,NA,NA,NA,"unique"
"MT-1938","Cape St George","NL","Newfoundland",2022,8,12,2022-08-12,"August","862b038f1c58c3d2f81fc9e065d90288","1b1f1fdf53e06c6ef4eb422178e04c31",48.466667,-59.25,"d964586e64933d008f84b9451c2a97ed","ECCC","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"8","8","Poss all juveniles,tight clusters of 3 and 2, and the others were on their own.",NA,NA,NA,NA,NA,NA
"MT-1182","Witless Bay Beach","NL","Newfoundland",2022,7,23,2022-07-23,"July","a43f982718de2c2103b5be5124d3053d","4ff103aff54b9b3bfad1407c9cd6fcea",47.278,-52.83,"29f5f680dfb72ab10c8cd6a2e8a8cb97","Academic","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"1","1","On the beach",NA,NA,NA,NA,NA,NA
"MT-3505","40 miles south of Branch and St. Shotts","NL","Newfoundland",2022,7,27,2022-07-27,"July","7b2995e9911a4c44191f4fc5e205622f","1b1f1fdf53e06c6ef4eb422178e04c31",46.3697661,-54.2174906,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","175","175","Given as ""150-200"", COMU/TBMU","TB134",NA,NA,NA,NA,"unique"
"MT-6131","Point Lance Beach","NL","Newfoundland",2022,7,22,2022-07-22,"July","a78b42869e866cfc3f43d754f6022ff0","1b1f1fdf53e06c6ef4eb422178e04c31",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,"Adult",NA,NA,NA,NA,NA,NA,NA,"151",NA,"TB094",NA,NA,NA,NA,NA
"MT-320","Bird Cove","NL","Newfoundland",2022,7,16,2022-07-16,"July","99bdd617111e2b083e8edc67c86d7f56","1b1f1fdf53e06c6ef4eb422178e04c31",51.059251,-56.921996,"d964586e64933d008f84b9451c2a97ed","Provincial","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Water",NA,NA,NA,NA,"188","188","Likely birds were on the water, but unsure.",NA,NA,NA,NA,NA,NA
"MT-1262","Bird Rock CSM","NL","Newfoundland",2022,7,29,2022-07-29,"July","99bdd617111e2b083e8edc67c86d7f56","1b1f1fdf53e06c6ef4eb422178e04c31",46.81786,-54.18,"d964586e64933d008f84b9451c2a97ed","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"200","200","Chris Mooney just called to say 200+ dead gannets on Bird Rock and the mainland colony at the Cape",NA,NA,NA,NA,NA,NA
"MT-3547","Point Lance","NL","Newfoundland",2022,7,31,2022-07-31,"July","a78b42869e866cfc3f43d754f6022ff0","02cd554eabbd478c3b10bc56af822a8c",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,NA,NA,"135",NA,"TB180",NA,NA,NA,NA,NA
"MT-1189","O'Donnells Beach","NL","Newfoundland",2022,7,23,2022-07-23,"July","80fd6b1b180830a6668d21ebdfc589e0","595ce0425371334a5a20bf602b04e32d",47.06866,-53.5664,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA
"MT-1263","St. Joseph's","NL","Newfoundland",2022,7,29,2022-07-29,"July","99bdd617111e2b083e8edc67c86d7f56","1b1f1fdf53e06c6ef4eb422178e04c31",47.118838,-53.514881,"d964586e64933d008f84b9451c2a97ed","Provincial","Unknown Loon","Unknown Loon","Gaviidae sp.","loons",NA,NA,NA,"Land",NA,NA,NA,NA,"12","12",NA,NA,NA,NA,NA,NA,NA
"MT-321","Bird Cove","NL","Newfoundland",2022,7,16,2022-07-16,"July","99bdd617111e2b083e8edc67c86d7f56","1b1f1fdf53e06c6ef4eb422178e04c31",51.059251,-56.921996,"d964586e64933d008f84b9451c2a97ed","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Water",NA,NA,NA,NA,"18","18","Likely birds were on the water, but unsure.",NA,NA,NA,NA,NA,NA
"MT-669","Cape St. Mary's","NL","Newfoundland",2022,7,17,2022-07-17,"July","99bdd617111e2b083e8edc67c86d7f56","1b1f1fdf53e06c6ef4eb422178e04c31",46.821,-54.2,"d964586e64933d008f84b9451c2a97ed","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"20","20","Main stack at Cape St Mary's",NA,NA,NA,NA,NA,NA
"MT-3938","St Vincent beach","NL","Newfoundland",2022,7,19,2022-07-19,"July","bee44d45e57ff4888b1db4e5f6ed63bc","b0c8987e33d25c0e50c87ef5a7b5bacd",46.78933,-53.6371,"e8c75a824612d4463b0cc2ecf3e5d71a","ECCC","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"108","108",NA,NA,NA,NA,NA,NA,NA
"MT-706","Point La Haye, NL","NL","Newfoundland",2022,7,19,2022-07-19,"July","27c618c3ccbf392733427ac7bd51b3d6","b0c8987e33d25c0e50c87ef5a7b5bacd",46.89214,-53.5977,"27c618c3ccbf392733427ac7bd51b3d6","ECCC","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"101","101","Point L Haye Summary - Sabina W.; conducted by CWS",NA,NA,NA,NA,NA,"unique"
"MT-1198","Saint Vincent's Beach","NL","Newfoundland",2022,7,24,2022-07-24,"July","f972b4c520aacf3a94a2be36ad6bf0f4","3b17b840d93e6b36f02b5dc9be964b41",46.78933,-53.6371,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"12","12",NA,NA,NA,NA,NA,NA,NA
"MT-1199","Gooseberry Cove, NL","NL","Newfoundland",2022,7,24,2022-07-24,"July","1e35c66487de03c20361b6b4ee38a6bf","dfe8cf9fd5382259070f6cb83d0cdd4c",48.03467,-53.6404,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"12","12",NA,NA,NA,NA,NA,NA,NA
"MT-1200","Point Lance Beach, NL","NL","Newfoundland",2022,7,24,2022-07-24,"July","d6e15f9ecbcb2e6ca68c9213e708dae1","0778c77e1090ed995969bbf9a1f49ebd",46.81008,-54.0877,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"12","12","Approx",NA,NA,NA,NA,NA,NA
"MT-1202","Gull Island","NL","Newfoundland",2022,7,25,2022-07-25,"July","4700501ce3c925a4386ff6e8fe8444fa","4d6d7c217064badbbaea788ef205fece",47.262278,-52.79,"e8c75a824612d4463b0cc2ecf3e5d71a","ECCC","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,"Hatch year",NA,"Water",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"unique"
"MT-1204","Gull Island","NL","Newfoundland",2022,7,25,2022-07-25,"July","4700501ce3c925a4386ff6e8fe8444fa","4d6d7c217064badbbaea788ef205fece",47.26462,-52.78,"e8c75a824612d4463b0cc2ecf3e5d71a","ECCC","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,"Adult",NA,"Land",NA,NA,NA,NA,"1","1","Found dead on the rocks on Gull Island",NA,NA,NA,NA,NA,NA
"MT-3481","Point La Haye Beach","NL","Newfoundland",2022,7,25,2022-07-25,"July","2035dc27f9b6ec6b33d3a21cc6b04e91","1b1f1fdf53e06c6ef4eb422178e04c31",46.8922,-53.59775,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","100","100","""100+"", COMU/TBMU","TB110",NA,NA,NA,NA,"unique"
"MT-3773","St John","NL","Newfoundland",2022,7,29,2022-07-29,"July","41b27f17d05213c9e402e81bab9ed09f","1b1f1fdf53e06c6ef4eb422178e04c31",47.56151,-52.7126,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Water",NA,NA,NA,NA,"100","100","100’s of dead murres floating on surface 80-120 miles SE of St. John’s. ",NA,NA,NA,NA,NA,NA
"MT-1207","Gull Island","NL","Newfoundland",2022,7,25,2022-07-25,"July","4700501ce3c925a4386ff6e8fe8444fa","4d6d7c217064badbbaea788ef205fece",47.262278,-52.79,"e8c75a824612d4463b0cc2ecf3e5d71a","ECCC","ATPU","Atlantic Puffin","Fratercula arctica","seabirds",NA,"Adult",NA,"Water",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"unique"
"MT-1208","Gull Island","NL","Newfoundland",2022,7,25,2022-07-25,"July","4700501ce3c925a4386ff6e8fe8444fa","4d6d7c217064badbbaea788ef205fece",47.262278,-52.79,"e8c75a824612d4463b0cc2ecf3e5d71a","ECCC","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,"Hatch year",NA,"Water",NA,NA,NA,NA,"2","2","Pre-fledge",NA,NA,NA,NA,NA,"unique"
"MT-1209","Gull Island","NL","Newfoundland",2022,7,25,2022-07-25,"July","4700501ce3c925a4386ff6e8fe8444fa","4d6d7c217064badbbaea788ef205fece",47.262278,-52.79,"e8c75a824612d4463b0cc2ecf3e5d71a","ECCC","RAZO","Razorbill","Alca torda","seabirds",NA,"Hatch year",NA,"Water",NA,NA,NA,NA,"1","1","Post-fledge",NA,NA,NA,NA,NA,NA
"MT-1210","Gull Island","NL","Newfoundland",2022,7,25,2022-07-25,"July","4700501ce3c925a4386ff6e8fe8444fa","4d6d7c217064badbbaea788ef205fece",47.262278,-52.79,"e8c75a824612d4463b0cc2ecf3e5d71a","ECCC","ATPU","Atlantic Puffin","Fratercula arctica","seabirds",NA,"Hatch year",NA,"Water",NA,NA,NA,NA,"1","1","Pre-fledge",NA,NA,NA,NA,NA,"unique"
"MT-3819","St Brendan's Island","NL","Newfoundland",2022,7,28,2022-07-28,"July","7fa24783633030b72e9dc7de501efac1","1b1f1fdf53e06c6ef4eb422178e04c31",48.86508,-53.6586,"3c8b48918dbe01e7edeefb53191e1fbb","Provincial","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"100","100","100s of murre in water and coast. Said it was last week (TB: date corrected from reported by deducting 1 week)",NA,NA,NA,NA,NA,NA
"MT-1221","Lower Pond, Witless Bay, NL","NL","Newfoundland",2022,7,25,2022-07-25,"July","56a0e7ed29308c453517103474b50427","63ce3a0b43da607a352fcb32bebf6973",47.28424,-52.8138,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","Unknown Gull","Unknown Gull","Laridae sp. ","seabirds",NA,NA,NA,"Land",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"MT-1222","Lower Pond, Witless Bay, NL","NL","Newfoundland",2022,7,25,2022-07-25,"July","56a0e7ed29308c453517103474b50427","63ce3a0b43da607a352fcb32bebf6973",47.28424,-52.8138,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,"Land",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,"unique"
"MT-1223","Lower Pond, Witless Bay, NL","NL","Newfoundland",2022,7,25,2022-07-25,"July","56a0e7ed29308c453517103474b50427","63ce3a0b43da607a352fcb32bebf6973",47.28424,-52.8138,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"8","8",NA,NA,NA,NA,NA,NA,"unique"
"MT-2035","Searston Beach, Codroy Valley","NL","Newfoundland",2022,8,21,2022-08-21,"August","cb50e820710ddf6c812063fce5f0d663","caf521b9500d59ac7461335a74a680e5",47.8344,-59.34,"d964586e64933d008f84b9451c2a97ed","Public","TBMU","Thick-billed Murre","Uria lomvia","seabirds",NA,NA,NA,"Land",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"MT-1225","Tors Cove Pond, NL","NL","Newfoundland",2022,7,25,2022-07-25,"July","3b73f105b99828eb1a94cb7fdaacf053","ecc274295a7e76f79eeeefe480388220",47.21291,-52.8747,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","Unknown Gull","Unknown Gull","Laridae sp. ","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA
"MT-1921","Sandy Cove Beach, Elliston","NL","Newfoundland",2022,8,8,2022-08-08,"August","26ad6fa7654283b6805c01abb8f8a37e","919d3dc9f45807db742a592a0b973f47",48.6246,-53.03,"d964586e64933d008f84b9451c2a97ed","Public","Unknown Bird","Unknown Bird","Aves (gen, sp)",NA,NA,NA,NA,"Land",NA,NA,NA,NA,"1","1","1 Guillemot or Murre? 1 species unknown (requested images from observer if available. ",NA,NA,NA,NA,NA,NA
"MT-1922","Middle Cove Beach, Logy Bay-Middle Cove-Outer Cove","NL","Newfoundland",2022,8,8,2022-08-08,"August","26ad6fa7654283b6805c01abb8f8a37e","919d3dc9f45807db742a592a0b973f47",47.6507,-52.7,"d964586e64933d008f84b9451c2a97ed","Public","Unknown Gull","Unknown Gull","Laridae sp. ","seabirds",NA,"Juvenile",NA,"Land",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA
