"UniqueID","SiteName","Prov","Prov_2","Year","Month","Day","DateObserved","Month_alpha","Observer_anon","Observer_contact_anon","Lat","Long","Source_anon","Source_type","SpeciesAlphaCode","CommonName","LatinName","GroupAs","Individual_HPAIVstatus","AgeClass","BreedingStatus","LandWater","Colony_Y_N","IFcolony_complete_partial_survey","IFcolony_boat_foot_heli_plane","n_FoundNeurological","n_FoundDead","TotalObserved","Comments","id","concatenated_ids_eccc","concatenated_ids_trevor","concatenated_ids_cwhc","concatenated_ids_cfia","Duplicate"
"MT-3443","Great Island","NL","Newfoundland",2022,7,17,2022-07-17,"July","9e6a6e40dd2d3db4b1fe67257ee201a4","1b1f1fdf53e06c6ef4eb422178e04c31",47.52866,-57.35484,"92c669e40748105782a0a350a4f78b3e","Academic","ATPU","Atlantic Puffin","Fratercula arctica","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","8","8",NA,"TB072",NA,NA,NA,NA,NA
"MT-313","Calmer","NL","Newfoundland",2022,7,15,2022-07-15,"July","cec726162e37ee56026d5da164cab465","43b84b50c000f89400f967dd78b2fa6e",46.89126,-55.899048,"6949916bba5986cdcc7216b3d684383f","Provincial","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA
"MT-3448","Gull Island Boat Landing","NL","Newfoundland",2022,7,18,2022-07-18,"July","4ebe2d485c5c87a8611d23da4a0d4d40","4ff103aff54b9b3bfad1407c9cd6fcea",47.26314,-52.77317,"92c669e40748105782a0a350a4f78b3e","Academic","ATPU","Atlantic Puffin","Fratercula arctica","seabirds",NA,"Adult",NA,NA,NA,NA,NA,"0","1","1",NA,"TB077",NA,NA,NA,NA,NA
"MT-3449","St. Lawrence","NL","Newfoundland",2022,7,18,2022-07-18,"July","64680554c1e3548f4af2cec786a720ab","1b1f1fdf53e06c6ef4eb422178e04c31",46.88156,-55.40012,"92c669e40748105782a0a350a4f78b3e","Academic","RAZO","Razorbill","Alca torda","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","1","1",NA,"TB078",NA,NA,NA,NA,"unique"
"MT-3394","Point la Haye","NL","Newfoundland",2022,7,13,2022-07-13,"July","89abd25f8d02677e7672d899329f94ec","1b1f1fdf53e06c6ef4eb422178e04c31",46.8922,-53.59775,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","10","10","FB Dm","TB022",NA,NA,NA,NA,NA
"MT-3451","St. Lawrence, Shoal Cove Beach","NL","Newfoundland",2022,7,18,2022-07-18,"July","d3fec7720ca03b73db764b203975f5cd","1b1f1fdf53e06c6ef4eb422178e04c31",46.88156,-55.40012,"92c669e40748105782a0a350a4f78b3e","Academic","ATPU","Atlantic Puffin","Fratercula arctica","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","4","4","NL Birdwatching Group","TB080",NA,NA,NA,NA,"unique"
"MT-3452","St. Lawrence, Shoal Cove Beach","NL","Newfoundland",2022,7,18,2022-07-18,"July","d3fec7720ca03b73db764b203975f5cd","1b1f1fdf53e06c6ef4eb422178e04c31",46.88156,-55.40012,"92c669e40748105782a0a350a4f78b3e","Academic","RAZO","Razorbill","Alca torda","seabirds",NA,NA,NA,NA,NA,NA,NA,"1","2","3","Dying/dead, NL Birdwatching Group","TB081",NA,NA,NA,NA,"unique"
"MT-3397","St. Bride's","NL","Newfoundland",2022,7,13,2022-07-13,"July","99bdd617111e2b083e8edc67c86d7f56","1b1f1fdf53e06c6ef4eb422178e04c31",46.91992,-54.17298,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","10","10","COMU/TBMU","TB025",NA,NA,NA,NA,NA
"MT-3454","North Beach, Witless Bay","NL","Newfoundland",2022,7,20,2022-07-20,"July","0889c7760f6ef27b8f1b883bdb47c6a5","1b1f1fdf53e06c6ef4eb422178e04c31",47.28286,-52.83255,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","1","1","Freshly dead","TB083",NA,NA,NA,NA,"unique"
"MT-3455","Kippens Beach","NL","Newfoundland",2022,7,1,2022-07-01,"July","53217aab35a54bda89d3023a88d36138","1b1f1fdf53e06c6ef4eb422178e04c31",48.54993,-58.62347,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,"0","4","4","Added 01 as Day in Date for processing purposes","TB084",NA,NA,NA,NA,NA
"MT-3456","Big Barasway","NL","Newfoundland",2022,7,1,2022-07-01,"July","53217aab35a54bda89d3023a88d36138","1b1f1fdf53e06c6ef4eb422178e04c31",47.79625,-55.79415,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","2","2","Near Burgeo; Added 01 as Day in Date for processing purposes","TB085",NA,NA,NA,NA,NA
"MT-3457","Great Island","NL","Newfoundland",2022,7,1,2022-07-01,"July","a32b6d768aa23f349ab1f3b4dce2df0e","1b1f1fdf53e06c6ef4eb422178e04c31",47.52866,-57.35484,"92c669e40748105782a0a350a4f78b3e","Academic","BAEA","Bald Eagle","Haliaeetus leucocephalus","raptors",NA,"Immature",NA,"Land",NA,NA,NA,"1","0","1","Droopy wing, Added 01 as Day in Date for processing purposes","TB086",NA,NA,NA,NA,NA
"MT-3405","St. Pierre","NL","Newfoundland",2022,7,13,2022-07-13,"July","3385b63b076abdcbdf2f0e3a3f2724bc","9712c120fe6bfa5e10ca9ecf74b7ef17",46.8852,-56.3159,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","10","10","COMU/TBMU","TB033",NA,NA,NA,NA,NA
"MT-3460","Ship Island, St. Michaels","NL","Newfoundland",2022,7,22,2022-07-22,"July","6d553661e4d914c454cc75315563c7fa","1b1f1fdf53e06c6ef4eb422178e04c31",47.19743,-52.83512,"92c669e40748105782a0a350a4f78b3e","Academic","RAZO","Razorbill","Alca torda","seabirds",NA,NA,NA,NA,NA,NA,NA,"1","0","1","Dying, Facebook dm","TB089",NA,NA,NA,NA,NA
"MT-3924","Point Lance","NL","Newfoundland",2022,7,14,2022-07-14,"July","262ff484d636f5a3f45b30e6951a9d96","1b1f1fdf53e06c6ef4eb422178e04c31",46.81332,-54.0837,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"10","10",NA,NA,NA,NA,NA,NA,"unique"
"MT-3464","Point Lance Beach","NL","Newfoundland",2022,7,22,2022-07-22,"July","a78b42869e866cfc3f43d754f6022ff0","1b1f1fdf53e06c6ef4eb422178e04c31",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,"Adult",NA,NA,NA,NA,NA,NA,NA,"18",NA,"TB093",NA,NA,NA,NA,NA
"MT-1161","Trepassey Beach, NL","NL","Newfoundland",2022,7,22,2022-07-22,"July","0aabb124f47ef92756a220a39699fccd","43977999fe0b698d0f5df6124aa82283",46.73612,-53.3603,"d964586e64933d008f84b9451c2a97ed","Public","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"3","3",NA,NA,NA,NA,NA,NA,NA
"MT-3466","Point Lance Beach","NL","Newfoundland",2022,7,22,2022-07-22,"July","a78b42869e866cfc3f43d754f6022ff0","1b1f1fdf53e06c6ef4eb422178e04c31",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,"Adult",NA,NA,NA,NA,NA,NA,NA,"4",NA,"TB095",NA,NA,NA,NA,NA
"MT-3467","Point Lance Beach","NL","Newfoundland",2022,7,22,2022-07-22,"July","a78b42869e866cfc3f43d754f6022ff0","1b1f1fdf53e06c6ef4eb422178e04c31",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","GRSH","Great Shearwater","Ardenna gravis","seabirds",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"TB096",NA,NA,NA,NA,NA
"MT-3471","Point Lance Beach","NL","Newfoundland",2022,7,22,2022-07-22,"July","a78b42869e866cfc3f43d754f6022ff0","1b1f1fdf53e06c6ef4eb422178e04c31",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","RAZO","Razorbill","Alca torda","seabirds",NA,"Adult",NA,NA,NA,NA,NA,NA,NA,"1",NA,"TB100",NA,NA,NA,NA,NA
"MT-3472","Trinity Bay","NL","Newfoundland",2022,7,22,2022-07-22,"July","a78b42869e866cfc3f43d754f6022ff0","1b1f1fdf53e06c6ef4eb422178e04c31",48.36753,-53.35593,"92c669e40748105782a0a350a4f78b3e","Academic","BAEA","Bald Eagle","Haliaeetus leucocephalus","raptors",NA,NA,NA,NA,NA,NA,NA,"0","1","1","Facebook","TB101",NA,NA,NA,NA,NA
"MT-1162","Trepassey Beach, NL","NL","Newfoundland",2022,7,22,2022-07-22,"July","0aabb124f47ef92756a220a39699fccd","43977999fe0b698d0f5df6124aa82283",46.73612,-53.3603,"d964586e64933d008f84b9451c2a97ed","Public","BLGU","Black Guillemot","Cepphus grylle","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA
"MT-3474","Between St. Bride's Harbour and Briely Cove","NL","Newfoundland",2022,7,24,2022-07-24,"July","9855a655f3da90b9d99bd2efd183da53","1b1f1fdf53e06c6ef4eb422178e04c31",46.919953,-54.172268,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","2","2","Geocoded: used Saint Bride's, NOGA","TB103",NA,NA,NA,NA,"unique"
"MT-1163","Cape Race, NL","NL","Newfoundland",2022,7,22,2022-07-22,"July","0aabb124f47ef92756a220a39699fccd","43977999fe0b698d0f5df6124aa82283",46.66667,-53.0667,"d964586e64933d008f84b9451c2a97ed","Public","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"3","3",NA,NA,NA,NA,NA,NA,NA
"MT-3476","Before Dildo Arm Trinity Bay","NL","Newfoundland",2022,7,24,2022-07-24,"July","a54f8e17c6dde016a211206970a4cec4","1b1f1fdf53e06c6ef4eb422178e04c31",47.54252,-53.56108,"92c669e40748105782a0a350a4f78b3e","Academic","COLO","Common Loon","Gavia immer","loons",NA,NA,NA,NA,NA,NA,NA,"1","0","1","Dying/Neurological Issues, lat/long for dildo arm","TB105",NA,NA,NA,NA,NA
"MT-3482","Point La Haye Beach","NL","Newfoundland",2022,7,25,2022-07-25,"July","2035dc27f9b6ec6b33d3a21cc6b04e91","1b1f1fdf53e06c6ef4eb422178e04c31",46.8922,-53.59775,"92c669e40748105782a0a350a4f78b3e","Academic","RAZO","Razorbill","Alca torda","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","2","2","RAZO","TB111",NA,NA,NA,NA,"unique"
"MT-3483","Point La Haye Beach","NL","Newfoundland",2022,7,25,2022-07-25,"July","2035dc27f9b6ec6b33d3a21cc6b04e91","1b1f1fdf53e06c6ef4eb422178e04c31",46.8922,-53.59775,"92c669e40748105782a0a350a4f78b3e","Academic","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","1","1","BLKI","TB112",NA,NA,NA,NA,"unique"
"MT-3484","Lower Pond, Witless Bay","NL","Newfoundland",2022,7,25,2022-07-25,"July","f6d64a4067e5fffe54d5310b3f8e25ef","1b1f1fdf53e06c6ef4eb422178e04c31",47.28482,-52.81378,"92c669e40748105782a0a350a4f78b3e","Academic","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","7","7","Dead/dying","TB113",NA,NA,NA,NA,"unique"
"MT-3529","Cuslett","NL","Newfoundland",2022,7,30,2022-07-30,"July","1d7244e4b14ba59e6f540275f6f3a2e5","1b1f1fdf53e06c6ef4eb422178e04c31",46.96008,-54.15811,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,"0","9","9","7 Fresh 2 Old, 7 were 2-3 days old and the other 2 were old","TB158",NA,NA,NA,NA,NA
"MT-3486","North Harbour, St. Mary's Bay","NL","Newfoundland",2022,7,26,2022-07-26,"July","803d206fb99ddcf9914b9f89c72f0549","1b1f1fdf53e06c6ef4eb422178e04c31",47.15187,-53.66332,"92c669e40748105782a0a350a4f78b3e","Academic","RAZO","Razorbill","Alca torda","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","1","1",NA,"TB115",NA,NA,NA,NA,NA
"MT-3495","Point Lance Beach","NL","Newfoundland",2022,7,27,2022-07-27,"July","a78b42869e866cfc3f43d754f6022ff0","1b1f1fdf53e06c6ef4eb422178e04c31",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,"Adult",NA,NA,NA,NA,NA,NA,NA,"14","3 fresh, 1 WASHED IN DURING SURVEY","TB124",NA,NA,NA,NA,NA
"MT-3496","Point Lance Beach","NL","Newfoundland",2022,7,27,2022-07-27,"July","a78b42869e866cfc3f43d754f6022ff0","1b1f1fdf53e06c6ef4eb422178e04c31",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,"Adult",NA,NA,NA,NA,NA,NA,NA,"4","1 fresh","TB125",NA,NA,NA,NA,NA
"MT-1195","Portugal Cove South, NL","NL","Newfoundland",2022,7,24,2022-07-24,"July","b9e91ce84c1310acc9e82502151d2534","1b1f1fdf53e06c6ef4eb422178e04c31",46.71414,-53.2547,"d964586e64933d008f84b9451c2a97ed","Public","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"12","12","via Tony Power (gov.nl)",NA,NA,NA,NA,NA,NA
"MT-3503","Lower Pond, Witless Bay","NL","Newfoundland",2022,7,27,2022-07-27,"July","f6d64a4067e5fffe54d5310b3f8e25ef","1b1f1fdf53e06c6ef4eb422178e04c31",47.28482,-52.81378,"92c669e40748105782a0a350a4f78b3e","Academic","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","19","19","Taken for testing by ECCC possibly","TB132",NA,NA,NA,NA,"unique"
"MT-3504","Lower Pond, Witless Bay","NL","Newfoundland",2022,7,27,2022-07-27,"July","f6d64a4067e5fffe54d5310b3f8e25ef","1b1f1fdf53e06c6ef4eb422178e04c31",47.28482,-52.81378,"92c669e40748105782a0a350a4f78b3e","Academic","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","28","28",NA,"TB133",NA,NA,NA,NA,"unique"
"MT-1196","Long Beach, NL","NL","Newfoundland",2022,7,24,2022-07-24,"July","b9e91ce84c1310acc9e82502151d2534","1b1f1fdf53e06c6ef4eb422178e04c31",48.43913,-53.5764,"d964586e64933d008f84b9451c2a97ed","Public","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"1","1","via Tony Power (gov.nl)",NA,NA,NA,NA,NA,NA
"MT-3508","Griquet","NL","Newfoundland",2022,7,28,2022-07-28,"July","2469f278c7abf7a7d3c22bbca56069aa","1b1f1fdf53e06c6ef4eb422178e04c31",51.52676,-55.46059,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,NA,NA,NA,NA,"1","0","1","Sick, NOGA","TB137",NA,NA,NA,NA,NA
"MT-3511","Seldom, Fogo Island","NL","Newfoundland",2022,7,28,2022-07-28,"July","9e6a6e40dd2d3db4b1fe67257ee201a4","1b1f1fdf53e06c6ef4eb422178e04c31",49.61541,-54.17342,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","1","1",NA,"TB140",NA,NA,NA,NA,NA
"MT-3512","Musgrave Harbour Beach","NL","Newfoundland",2022,7,29,2022-07-29,"July","a9f81a8951db3dfe009c43047e3b821d","1b1f1fdf53e06c6ef4eb422178e04c31",49.43927,-53.91829,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,"Adult",NA,NA,NA,NA,NA,"0","1","1",NA,"TB141",NA,NA,NA,NA,"unique"
"MT-3396","Lords Cove","NL","Newfoundland",2022,7,13,2022-07-13,"July","c33db74ccef73232fb016b1b0548c929","1b1f1fdf53e06c6ef4eb422178e04c31",46.88089,-55.67023,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","8","8","FB Dm, COMU/TBMU","TB024",NA,NA,NA,NA,NA
"MT-3760","Tors Cove Beach ","NL","Newfoundland",2022,7,28,2022-07-28,"July","ff73701a9aa08f3c0b92c1b8379ceffc","1b1f1fdf53e06c6ef4eb422178e04c31",47.21719,-52.8515,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"8","8","near spillway",NA,NA,NA,NA,NA,NA
"MT-3515","Off Greenspond","NL","Newfoundland",2022,7,29,2022-07-29,"July","bee44d45e57ff4888b1db4e5f6ed63bc","b0c8987e33d25c0e50c87ef5a7b5bacd",49.0748,-53.57718,"e8c75a824612d4463b0cc2ecf3e5d71a","ECCC","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,"Immature",NA,NA,NA,NA,NA,"0","1","1",NA,"TB144",NA,NA,NA,NA,"unique"
"MT-3920","Point la Haye","NL","Newfoundland",2022,7,12,2022-07-12,"July","833c241cfe72968e8c72b9f2fbd4b83e","1b1f1fdf53e06c6ef4eb422178e04c31",46.89214,-53.5977,"df5f3ae234ec98b8589a82d9bffd6182","Provincial","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,"Land",NA,NA,NA,NA,"8","8",NA,NA,NA,NA,NA,NA,"unique"
"MT-3523","Trepassey Lower Coast","NL","Newfoundland",2022,7,30,2022-07-30,"July","3385b63b076abdcbdf2f0e3a3f2724bc","1b1f1fdf53e06c6ef4eb422178e04c31",46.72467,-53.38233,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,"Adult",NA,NA,NA,NA,NA,"0","5","5",NA,"TB152",NA,NA,NA,NA,NA
"MT-3525","Trepassey Lower Coast","NL","Newfoundland",2022,7,30,2022-07-30,"July","3385b63b076abdcbdf2f0e3a3f2724bc","1b1f1fdf53e06c6ef4eb422178e04c31",46.72467,-53.38233,"92c669e40748105782a0a350a4f78b3e","Academic","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,"Adult",NA,NA,NA,NA,NA,"0","1","1",NA,"TB154",NA,NA,NA,NA,NA
"MT-3395","St. Vincents","NL","Newfoundland",2022,7,13,2022-07-13,"July","89abd25f8d02677e7672d899329f94ec","1b1f1fdf53e06c6ef4eb422178e04c31",46.80076,-53.63737,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","7","7","FB Dm","TB023",NA,NA,NA,NA,NA
"MT-3527","Gooseberry Cove","NL","Newfoundland",2022,7,30,2022-07-30,"July","1d7244e4b14ba59e6f540275f6f3a2e5","1b1f1fdf53e06c6ef4eb422178e04c31",48.03469,-53.64029,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Water",NA,NA,NA,"0","2","2","Fresh","TB156",NA,NA,NA,NA,"unique"
"MT-3530","Cuslett","NL","Newfoundland",2022,7,30,2022-07-30,"July","1d7244e4b14ba59e6f540275f6f3a2e5","1b1f1fdf53e06c6ef4eb422178e04c31",46.96008,-54.15811,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,"0","1","1",NA,"TB159",NA,NA,NA,NA,NA
"MT-3531","Cuslett","NL","Newfoundland",2022,7,30,2022-07-30,"July","1d7244e4b14ba59e6f540275f6f3a2e5","1b1f1fdf53e06c6ef4eb422178e04c31",46.96008,-54.15811,"92c669e40748105782a0a350a4f78b3e","Academic","RAZO","Razorbill","Alca torda","seabirds",NA,NA,NA,"Land",NA,NA,NA,"0","1","1","Old","TB160",NA,NA,NA,NA,NA
"MT-3532","Cuslett","NL","Newfoundland",2022,7,30,2022-07-30,"July","1d7244e4b14ba59e6f540275f6f3a2e5","1b1f1fdf53e06c6ef4eb422178e04c31",46.96008,-54.15811,"92c669e40748105782a0a350a4f78b3e","Academic","BLKI","Black-legged Kittiwake","Rissa tridactyla","seabirds",NA,NA,NA,"Land",NA,NA,NA,"0","1","1","Old","TB161",NA,NA,NA,NA,NA
"MT-3533","Yard in Bay Roberts","NL","Newfoundland",2022,7,30,2022-07-30,"July","babb69a8f425c4a433c7689dc24d9b4d","1b1f1fdf53e06c6ef4eb422178e04c31",47.58385,-53.27993,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","1",NA,"TB162",NA,NA,NA,NA,"unique"
"MT-3534","Bay Roberts","NL","Newfoundland",2022,7,30,2022-07-30,"July","babb69a8f425c4a433c7689dc24d9b4d","1b1f1fdf53e06c6ef4eb422178e04c31",48.08512,-52.89629,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,"1","0","1",NA,"TB163",NA,NA,NA,NA,NA
"MT-3535","Point Lance","NL","Newfoundland",2022,7,30,2022-07-30,"July","3a0d6488186438f81c5f87fa1b1ac076","1b1f1fdf53e06c6ef4eb422178e04c31",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","Unknown Bird","Unknown Bird","Aves (gen, sp)",NA,NA,NA,NA,"Land",NA,NA,NA,"1","23","24","Dying, ""24+"", ""23+"", COMU/NOGA","TB168",NA,NA,NA,NA,"unique"
"MT-3398","Branch","NL","Newfoundland",2022,7,13,2022-07-13,"July","99bdd617111e2b083e8edc67c86d7f56","1b1f1fdf53e06c6ef4eb422178e04c31",46.8833,-53.9587,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","6","6","COMU/TBMU","TB026",NA,NA,NA,NA,NA
"MT-3436","Patrick's Cove","NL","Newfoundland",2022,7,17,2022-07-17,"July","4ebe2d485c5c87a8611d23da4a0d4d40","4ff103aff54b9b3bfad1407c9cd6fcea",47.03362,-54.11675,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","6","6","2 fresh, 1p of wings, 3 decayed","TB065",NA,NA,NA,NA,NA
"MT-3438","Gooseberry Cove","NL","Newfoundland",2022,7,17,2022-07-17,"July","4ebe2d485c5c87a8611d23da4a0d4d40","4ff103aff54b9b3bfad1407c9cd6fcea",48.03469,-53.64029,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","6","6","1 breeder, decayed","TB067",NA,NA,NA,NA,NA
"MT-3539","Patrick's Cove","NL","Newfoundland",2022,7,31,2022-07-31,"July","3a0d6488186438f81c5f87fa1b1ac076","1b1f1fdf53e06c6ef4eb422178e04c31",47.03362,-54.11675,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,"Land",NA,NA,NA,"0","1","1",NA,"TB172",NA,NA,NA,NA,NA
"MT-3540","Point Lance","NL","Newfoundland",2022,7,31,2022-07-31,"July","a78b42869e866cfc3f43d754f6022ff0","02cd554eabbd478c3b10bc56af822a8c",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","NOGA","Northern Gannet","Morus bassanus","seabirds",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,"TB173",NA,NA,NA,NA,NA
"MT-3544","Point Lance","NL","Newfoundland",2022,7,31,2022-07-31,"July","a78b42869e866cfc3f43d754f6022ff0","02cd554eabbd478c3b10bc56af822a8c",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","Unknown Bird","Unknown Bird","Aves (gen, sp)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","DOVE (Fledglings?)","TB177",NA,NA,NA,NA,"unique"
"MT-3545","Point Lance","NL","Newfoundland",2022,7,31,2022-07-31,"July","a78b42869e866cfc3f43d754f6022ff0","02cd554eabbd478c3b10bc56af822a8c",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","Unknown Bird","Unknown Bird","Aves (gen, sp)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","HERG? BLKI","TB178",NA,NA,NA,NA,"unique"
"MT-3546","Point Lance","NL","Newfoundland",2022,7,31,2022-07-31,"July","a78b42869e866cfc3f43d754f6022ff0","1b1f1fdf53e06c6ef4eb422178e04c31",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","RAZO","Razorbill","Alca torda","seabirds",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"TB179",NA,NA,NA,NA,NA
"MT-3465","Point Lance Beach","NL","Newfoundland",2022,7,22,2022-07-22,"July","a78b42869e866cfc3f43d754f6022ff0","1b1f1fdf53e06c6ef4eb422178e04c31",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","COMU","Common Murre","Uria aalge","seabirds",NA,"Fledgling",NA,NA,NA,NA,NA,NA,NA,"6",NA,"TB094",NA,NA,NA,NA,NA
"MT-3548","Point Lance","NL","Newfoundland",2022,7,31,2022-07-31,"July","a78b42869e866cfc3f43d754f6022ff0","02cd554eabbd478c3b10bc56af822a8c",46.81375,-54.08388,"92c669e40748105782a0a350a4f78b3e","Academic","ATPU","Atlantic Puffin","Fratercula arctica","seabirds",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"TB181",NA,NA,NA,NA,NA
"MT-5522","Seen from the cliffs just off East Rd (called Cove Rd online, but East Rd is the legal name).  Right in front of 14-16 East Rd.","NL","Newfoundland",2022,8,11,2022-08-11,"August","0282e243c0c89c66926326f7b54f233b","2163f7adf3a39aa84332e53ab18d7df7",48.6384,-53.0417,"bcddf020443ed44b91613939ad94c5dc","CWHC","COMU","Common Murre","Uria aalge","seabirds",NA,NA,NA,NA,NA,NA,NA,"0","20","20","Not Swabbed, Just saw a bunch of dead birds floating in the cove near the shore in front of my house in Elliston, NL.  I think they're murres, but I'm not at all an expert (black wings, black feet, white underbelly).  I saw perhaps 15-20 (some were black side up, just underwater, so it was hard to get an exact count from the cliff).","CWHC.218025.A",NA,NA,NA,NA,NA
